#       # k              E            BS weight       TS weight
      2.6004734     -0.8734858       0.0838256       0.0652358
      2.6328355     -0.8780717       0.1577144       0.0535160
      2.6651976     -0.8808508       0.0366489       0.0092049
      2.6975597     -0.8845300       0.0342276       0.0816487
      2.7299217     -0.8866285       0.0242074       0.1244096
      2.7622838     -0.8872799       0.0141519       0.0804499
      2.7946459     -0.8886695       0.0078331       0.0328017
      2.8270080     -0.8903503       0.0266106       0.1270528
      2.8593701     -0.8903629       0.0446767       0.1119776
      2.8917322     -0.8893736       0.0695182       0.1043668
      2.9240943     -0.8871978       0.0776308       0.1020385
      2.9564564     -0.8845856       0.0566015       0.1061826
      2.9888184     -0.8825023       0.0361738       0.1310545
      3.0211805     -0.8786933       0.0154336       0.0576450
      3.0535426     -0.8775949       0.0368129       0.0440279
      3.0859047     -0.8774499       0.0451348       0.0552904
 
      0.0000000     -0.8377081       0.1484528       0.0015855
      0.0204780     -0.8320973       0.0917032       0.0250052
      0.0409560     -0.8316192       0.0415765       0.3261745
      0.0614339     -0.8303820       0.0752622       0.0681666
      0.0819119     -0.8325405       0.0592733       0.0703475
      0.1023899     -0.8378540       0.0508829       0.0674325
      0.1228679     -0.8448669       0.0540160       0.0537617
      0.1433459     -0.8529414       0.0707364       0.0371846
      0.1638238     -0.8616110       0.0714459       0.0264043
      0.1843018     -0.8713022       0.0157274       0.0205971
      0.2047798     -0.8814712       0.0036488       0.0207516
      0.2252578     -0.8875166       0.0079622       0.0318556
      0.2457358     -0.8922434       0.0128896       0.0259113
      0.2662137     -0.8961060       0.4510630       0.0144556
      0.2866917     -0.9005019       0.0652424       0.0615574
      0.3071697     -0.9016451       0.0447813       0.0674342
      0.3276477     -0.9019357       0.0510728       0.0709119
      0.3481256     -0.9018913       0.0571276       0.0743423
      0.3686036     -0.9016159       0.0608900       0.0781473
      0.3890816     -0.9009295       0.0625362       0.0821712
      0.4095596     -0.8996350       0.0626923       0.0857316
      0.4300376     -0.8978213       0.0622316       0.0877673
      0.4505155     -0.8959391       0.0618289       0.0877774
      0.4709935     -0.8944861       0.0615463       0.0866357
      0.4914715     -0.8936603       0.0612995       0.0856130
      0.5119495     -0.8934042       0.0611920       0.0852501
      0.5119495     -0.8934042       0.0611920       0.0852501
      0.5370086     -0.8935534       0.0605776       0.0852424
      0.5620676     -0.8940257       0.0588072       0.0851495
      0.5871267     -0.8948892       0.0561194       0.0847338
      0.6121858     -0.8962342       0.0529532       0.0835384
      0.6372448     -0.8981379       0.0499237       0.0809377
      0.6623039     -0.9006246       0.0476870       0.0764729
      0.6873630     -0.9036359       0.0467456       0.0703418
      0.7124221     -0.9070185       0.0472595       0.0633689
      0.7374811     -0.9105029       0.0485660       0.0560990
      0.7625402     -0.9136075       0.0474928       0.0476155
      0.7875993     -0.9156059       0.0422047       0.0422788
      0.8126583     -0.9166122       0.0484698       0.0657568
      0.8377174     -0.9168655       0.1351623       0.0867432
      0.8627765     -0.9149390       0.2668991       0.0699003
      0.8878356     -0.9134735       0.0756733       0.0832835
      0.9128946     -0.9118555       0.0516213       0.0831722
      0.9379537     -0.9089164       0.0146973       0.0187085
      0.9630128     -0.9025833       0.0344402       0.0388186
      0.9880718     -0.8948954       0.0439149       0.0386576
      1.0131309     -0.8881231       0.0554543       0.0468295
      1.0381900     -0.8832736       0.0590163       0.0610902
      1.0632491     -0.8799002       0.0547533       0.0725966
      1.0883081     -0.8777018       0.0512238       0.0780331
      1.1133672     -0.8755919       0.0357962       0.0795508
      1.1384263     -0.8737502       0.0210349       0.0641509
      1.1384263     -0.8737502       0.0210349       0.0641509
      1.1589042     -0.8736763       0.0259045       0.0720897
      1.1793822     -0.8729980       0.0335371       0.0869952
      1.1998602     -0.8713891       0.0457609       0.0963803
      1.2203382     -0.8686753       0.0441622       0.0940913
      1.2408162     -0.8657204       0.0344943       0.1145926
      1.2612941     -0.8631774       0.0204888       0.2224614
      1.2817721     -0.8602774       0.0080722       0.2769071
      1.3022501     -0.8601764       0.0099669       0.0110776
      1.3227281     -0.8581256       0.0070750       0.0256388
      1.3432061     -0.8547610       0.0069510       0.0243143
      1.3636840     -0.8509353       0.0074200       0.0262832
      1.3841620     -0.8467082       0.0082139       0.0325758
      1.4046400     -0.8422696       0.0092611       0.0473013
      1.4251180     -0.8379064       0.0105388       0.0800190
      1.4455960     -0.8339628       0.0118596       0.1235561
      1.4660739     -0.8304814       0.0136876       0.1122345
      1.4865519     -0.8271957       0.0162780       0.0732489
      1.5070299     -0.8242025       0.0181563       0.0525121
      1.5275079     -0.8216662       0.0177443       0.0548318
      1.5479859     -0.8193009       0.0133646       0.1024427
      1.5684638     -0.8167730       0.0086906       0.0698689
      1.5889418     -0.8150654       0.0064184       0.0055465
      1.6094198     -0.8122887       0.0090431       0.0094806
      1.6298978     -0.8103210       0.0139763       0.0134512
      1.6503757     -0.8096838       0.0272174       0.0153235
      1.6503757     -0.8096838       0.0272174       0.0153235
      1.6754348     -0.8095614       0.0372640       0.0204349
      1.7004939     -0.8092308       0.0548862       0.0438249
      1.7255530     -0.8087917       0.0662160       0.1098638
      1.7506120     -0.8083212       0.0618489       0.2031399
      1.7756711     -0.8079458       0.0564384       0.2187742
      1.8007302     -0.8077008       0.0520235       0.1731377
      1.8257892     -0.8076927       0.0441951       0.1225084
      1.8508483     -0.8080662       0.0350282       0.0812575
      1.8759074     -0.8088990       0.0269795       0.0519991
      1.9009665     -0.8101661       0.0210343       0.0334552
      1.9260255     -0.8117566       0.0171478       0.0226567
      1.9510846     -0.8135240       0.0150153       0.0169167
      1.9761437     -0.8153462       0.0145134       0.0145800
      2.0012027     -0.8171758       0.0158581       0.0149643
      2.0262618     -0.8190613       0.0196662       0.0180222
      2.0513209     -0.8211234       0.0268709       0.0233944
      2.0763800     -0.8234654       0.0381903       0.0284903
      2.1014390     -0.8260493       0.0536710       0.0286490
      2.1264981     -0.8286878       0.0726619       0.0225289
      2.1515572     -0.8311581       0.0922934       0.0149669
      2.1766162     -0.8333001       0.1083501       0.0097423
      2.2016753     -0.8350604       0.1200546       0.0064978
      2.2267344     -0.8364330       0.1304851       0.0041734
      2.2517935     -0.8373637       0.1419393       0.0023792
      2.2768525     -0.8377081       0.1484528       0.0015855
      2.2768525     -0.8377081       0.1484528       0.0015855
      2.3092146     -0.8331333       0.0855108       0.0231527
      2.3415767     -0.8340715       0.0615988       0.0854873
      2.3739388     -0.8348713       0.0361986       0.0992943
      2.4063009     -0.8405888       0.0185309       0.1120170
      2.4386630     -0.8476788       0.0182313       0.1227523
      2.4710251     -0.8538030       0.0240698       0.1301760
      2.5033871     -0.8581700       0.0338357       0.1080440
      2.5357492     -0.8612276       0.0496808       0.0689025
      2.5681113     -0.8647013       0.0781535       0.0421375
      2.6004734     -0.8694953       0.1419262       0.0290732
      2.6328355     -0.8752575       0.2046311       0.0276831
      2.6651976     -0.8802320       0.0552048       0.0459679
      2.6975597     -0.8836473       0.0063115       0.0143783
      2.7299217     -0.8858151       0.0048349       0.0290663
      2.7622838     -0.8857049       0.0047477       0.0202645
      2.7946459     -0.8868124       0.0118642       0.0890701
      2.8270080     -0.8863314       0.0222960       0.0820881
      2.8593701     -0.8855695       0.0542071       0.0844221
      2.8917322     -0.8841663       0.0909662       0.0874868
      2.9240943     -0.8819934       0.1055505       0.0904959
      2.9564564     -0.8796612       0.0852741       0.0933459
      2.9888184     -0.8778808       0.0478833       0.1048342
      3.0211805     -0.8769962       0.0395021       0.1004907
      3.0535426     -0.8747254       0.0274210       0.0657858
      3.0859047     -0.8737502       0.0210349       0.0641509
 
      0.0000000     -0.8255413       0.0001390       0.6072751
      0.0204780     -0.8276269       0.0007649       0.5826412
      0.0409560     -0.8252920       0.1159874       0.0414152
      0.0614339     -0.8254244       0.0465144       0.0180372
      0.0819119     -0.8288549       0.0442190       0.0173382
      0.1023899     -0.8336589       0.0454336       0.0505231
      0.1228679     -0.8410457       0.0303729       0.0266413
      0.1433459     -0.8500636       0.0321555       0.0135475
      0.1638238     -0.8596736       0.0873386       0.0036251
      0.1843018     -0.8683485       0.1915944       0.0000582
      0.2047798     -0.8760801       0.2237663       0.0000025
      0.2252578     -0.8830884       0.2440652       0.0000048
      0.2457358     -0.8893162       0.3466308       0.0000308
      0.2662137     -0.8952007       0.2028053       0.0138890
      0.2866917     -0.8967290       0.0337588       0.0287142
      0.3071697     -0.8966785       0.0528204       0.0342739
      0.3276477     -0.8961303       0.0651080       0.0386655
      0.3481256     -0.8955356       0.0646071       0.0434495
      0.3686036     -0.8949690       0.0585471       0.0489147
      0.3890816     -0.8942427       0.0513033       0.0549033
      0.4095596     -0.8931120       0.0445308       0.0612775
      0.4300376     -0.8915626       0.0388882       0.0675461
      0.4505155     -0.8899192       0.0346508       0.0726512
      0.4709935     -0.8886034       0.0318205       0.0758921
      0.4914715     -0.8878231       0.0302438       0.0775626
      0.5119495     -0.8875732       0.0297443       0.0780848
      0.5119495     -0.8875732       0.0297443       0.0780848
      0.5370086     -0.8877786       0.0293793       0.0786313
      0.5620676     -0.8884140       0.0283395       0.0802641
      0.5871267     -0.8895297       0.0267989       0.0828337
      0.6121858     -0.8911855       0.0250539       0.0855966
      0.6372448     -0.8934212       0.0234754       0.0865243
